"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","[rid]_66","i32_82","i32_86","bool_90","[rid]_91","rid_107","i32_123","i32_127","i32_131","i32_135"
473,"BadlandsAfterSkeletonSummoned",4397,0,0,[],[],"","",[],474,0,"",[],"",-16843010,-16843010,1,100
474,"BadlandsAfterSkeletonSummonedNoCombat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
475,"EnterBonePits",2912,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
476,"BonePitsBossRitualSeen",4527,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
477,"BonePitsKillMastodonFirst",4398,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
478,"BonePitsKillNecromancerFirst",4399,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
479,"BonePitsBothBossesSlain",4401,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
480,"BonePitsMastodonTusksHeld",3187,500,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
481,"EnterMarakethAscendancyArea",2921,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
482,"OpenDoorMarakethTrial","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
483,"AfterTalkingToBalbalaTrial",4539,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
484,"EnterFirstLevelMarakethAscendancy",4987,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
485,"RattlecageBossSeen",4988,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
486,"RattlecageBossKilled",4606,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
487,"BeforeAscending",4989,800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
488,"AscendancyChoiceResponse1","",5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
489,"AscendancyChoiceResponse2","",5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
490,"AscendancyChoiceResponse3","",5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
491,"AscendancyA2ShakariBossSeen",4990,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
492,"AscendancyA2ShakariBossDefeat",4991,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
493,"AscendancyA2SentinelBossFirstDefeat","",1200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
494,"AscendancyA2SentinelBossBothDefeat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
495,"AscendancyA2TimeDjinnBossSeen","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
496,"AscendancyA2TimeDjinnBossDefeat","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
497,"CompleteMarakethAscendancy","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
498,"EnterValleyOfTitans",2913,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
499,"EnterTitanGrotto",2914,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
500,"TitanTileSeenComment",4563,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
501,"TitanSeenApproaching","",2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
502,"TitanBossSlainComment",3416,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
503,"TitanBossRubyPickUp",3189,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
504,"BurialClosedGateSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
505,"ArriveCaravanWithAllHornPieces","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
506,"AfterMakingHorn",4344,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
507,"BeforeBlowingHorn",4796,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
508,"AfterBlowingHorn",4565,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
509,"EnterTowers",2915,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
510,"EnterSpires",2916,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
511,"SpiresPerennialKingSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
512,"GiantSkeletonBossMortarResponse",4758,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
513,"GiantSkeletonBossCrawlFromHoleResponse",4759,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
514,"GiantSkeletonSnakeSlainComment",4582,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
515,"DreadnaughtApproachComment",4583,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
516,"DreadnaughtApproachRespondToAsala","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
517,"EnterDreadnaught","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
518,"EnterDreadnaughtVanguard",2923,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
519,"PerennialKingFinalSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
520,"PerrenialKingResponse1","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
521,"PerrenialKingResponse2","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
522,"PerrenialKingResponse3","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
523,"PerennialKingSlainComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
524,"AfterPerennialKingSeeAsala","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
525,"AfterPerennialKingHelpAsala","",1,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
526,"SinRevealPrompt","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
527,"SinRevealResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
528,"EnterDreadnoughtsWake","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
529,"SeeSlavesAtFrontOfCaravan",3603,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
530,"SpiresBirdStatueAfterPrayer","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
531,"UpperSpiresVaseMonsterSurprise","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
532,"EnterSandsweptMarsh",4402,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
533,"SandsweptMarshBugAttach","",500,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
534,"SandsweptDredgefiendSummon","",4000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
535,"SandsweptMarshBossSummon","",2000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
536,"SandsweptMarshBossKilled",4403,4000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
537,"EnterZigguratEncampment",3641,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
538,"MetAlvaZiggurat",3859,200,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
539,"MetServiZiggurat",3858,200,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
540,"MetOswaldZiggurat",3781,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
541,"EnterJungleOutskirts",3642,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
542,"EnterJungleDepths",3750,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
543,"JungleDepthsMonkeysDescend","",1000,500000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
544,"JungleDepthsBossSeen",4406,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
545,"JungleDepthsBossSlamSeen","",1000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
546,"JungleDepthsBossKilled",4407,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
547,"ZigguratEncampmentStairsDrainedComment",2883,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
548,"EnterSnakePit",3751,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
549,"CrossingAntZoneAreaChange","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
550,"AntZoneSeeingLever",4409,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
551,"EnterChimeralWetlands",3752,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
552,"ChimeralWetlandsTriggerPlant","",500,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
553,"EnterMachinariumUpper","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
554,"MachinariumGolemInertSeenFirst",4517,500,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
555,"MachinariumGolemActivate",4516,1000,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
556,"MachinariumGolemKilled","",1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
557,"FindFirstSoulCore",4411,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
558,"FindFirstSoulCoreNoCombat","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
559,"MachinariumUseSmallSoulCore","",1000,0,[],[],"","",[],560,0,"",[],"",-16843010,-16843010,1,100
560,"MachinariumUseSmallSoulCoreNoCombat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
561,"MachinariumSecondSoulCoreNoDoor",4412,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
562,"FindThirdSoulCore",4413,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
563,"MachinariumSeeSecondDoor","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
564,"MachinariumSecondAltarSeen","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
565,"BlackjawKilled",4417,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
566,"MachinariumLowerBossSeenPreFight",3839,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
567,"MachinariumLowerFindGeneratorNoCore",4419,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
568,"MachinariumLowerFindCoreSeenGenerator",4420,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
569,"MachinariumLowerFindCoreNotSeenGenerator",4421,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
570,"MachinariumLowerPowerFirstGenerator",4422,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
571,"MachinariumLowerPowerSecondGenerator",4423,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
572,"MachinariumLowerGoToLargeCorePreFight","",0,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
573,"MachinariumLowerBossKilledSummonedAlva",3763,5000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
574,"PlugInGiantSoulCore",3854,0,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
575,"SeeCarverWaterways",4515,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
576,"UseFirstLeverWaterways",4424,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
577,"UseLastToReduceWaterInCamp",3765,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
578,"EnterCarverBog",3767,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
579,"IgnagdukSeen","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
580,"IgnagdukFlyingFirstTime",4425,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
581,"IgnagdukKilled",3776,3000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
582,"IgnagdukPickUpSpear",3786,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
583,"IgnagdukQuestRewardTaken",3778,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
584,"EnterSunkenRuins",3768,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
585,"SunkenRuinsOswaldResponse",4673,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
586,"EnterForgottenTemple",3769,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
587,"ForgottenTempleFirstLeverPull","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
588,"ForgottenTempleHearBossKnockEcho",2881,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
589,"ForgottenTempleBridgeResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
590,"ForgottenTempleBigLeverResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
591,"GoldcrushBossResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
592,"GoldcrushBossExhaustedResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
593,"GoldcrushBossRuneSlamResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
594,"GoldcrushBossFissureResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
595,"GoldcrushBossKilled",4670,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
596,"ForgottenTempleQuestComplete",4677,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
597,"EnterAggoratOvergrown",3806,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
598,"AggoratOvergrownAtziriStatueComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
599,"QueenOfFilthResponse",4643,14600,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
600,"QueenOfFilthCorpseBall","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
601,"QueenOfFilthCurseResponse","",1000,30000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
602,"AggoratOvergrownQueenOfFilthKilled",4644,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
603,"AggoratOvergrownTempleIdolPickup",3896,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
604,"ZigguratDoorIdolOpenComment",4817,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
605,"EnterZiggurat",3807,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
606,"ZigguratSunOrbSeen",4863,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
607,"ZigguratSunOrbSecondLevelSeen",4862,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
608,"SunWorshipperResponse",4645,7500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
609,"SunWorshipperBigLaserResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
610,"SunWorshipperKilled",4836,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
611,"ZigguratElevatorResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
612,"TimePortalSeen","",15000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
613,"ExitTimePortalResponse","",1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
614,"EnterUtzaal","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
615,"SacrificialHeartPickup",4821,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
616,"ApproachViperComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
617,"ViperNapuatziResponse",4818,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
618,"ViperNapuatziSnakeSkillResponse","",1000,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
619,"ViperNapuatziKilled",4819,4500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
620,"UtzaalLargeAtziriStatueSeen",4992,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
621,"EnterAggoratPast",3811,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
622,"AggoratPastSacrificeTableSeen",4993,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
623,"AggoratPastStabSacrificialHeart",4831,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
624,"BlackChambersStatueSeen",4994,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
625,"BlackChambersFirstBridgeRaiseComment",4969,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
626,"DoryaniAlvaGodVoiceResponse",4968,14000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
627,"DoryaniBossIntroResponse",3906,11800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
628,"DoryaniBossSummonMechResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
629,"DoryaniBossSummonMechResponseAlt","",15500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
630,"DoryaniBossFloatingPlatformResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
631,"DoryaniBossExplodeMechResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
632,"DoryaniBossKilled","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
633,"DoryaniJoinsPlayerResponse",4651,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
634,"AscendancyA3TrialEnter",3770,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
635,"AscendancyA3UseFirstElevator","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
636,"AscendancyA3OwlBossSeen",4996,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
637,"AscendancyA3OwlBossDefeat",4997,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
638,"AscendancyA3BirdBossSeen",4998,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
639,"AscendancyA3BirdBossDefeat",4999,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
640,"AscendancyA3ChimeraBossSeen",5000,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
641,"AscendancyA3ChimeraBossDefeat",5001,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
642,"AscendancyA3TrialmasterBossSeen",5002,12500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
643,"AscendancyA3TrialmasterBossDefeat",5003,4600,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
644,"AscendancyA3Complete","",0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
645,"SandsweptMarshShamanGiantSeen",5004,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
646,"JungleDepthsSeeServiSonGrave",5005,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
647,"OutskirtsCampSeeExplorers","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
648,"OutskirtsCampKeepAllAlive","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
649,"OutskirtsCampSomeDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
650,"OutskirtsCampAllDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
651,"OutskirtsSurvivorGreetResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
652,"JungleDepthsCampSeeExplorers","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
653,"JungleDepthsCampKeepAllAlive","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
654,"JungleDepthsCampSomeDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
655,"JungleDepthsCampAllDied","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
656,"JungleDepthsSurvivorGreetResponse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
657,"WetlandsCampSeen",5010,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
658,"JungleOutskirtsAntNestComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
659,"JungleOutskirtsMaggotSwarmComment",5011,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
660,"WetlandsToxicPlantRoom",5012,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
661,"WetlandsKillFungus",5013,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
662,"ChimeraBossUltimatumKeyDrop",4978,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
663,"MachinariumUpperTreasureRoomOpen",4888,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
664,"MachinariumLowerCorruptAltarSeenNoPower","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
665,"MachinariumLowerCorruptAltarSeenPower","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
666,"MachinariumLowerCorruptAltarUse",4873,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
667,"CarverBogSeeEffigy",5014,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
668,"CarverBogRecieveEffigyBuff",4866,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
669,"WaterwaysMonkeyAmbush","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
670,"SunkenCityDungeonOneComment",4952,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
671,"SunkenCityDungeonTwoComment",4953,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
672,"SunkenCityDungeonThreeComment",4954,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
673,"NapuatziArenaCrawlers",4945,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
674,"WaterwaysFishRoomComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
675,"AggoratMushroomOne",5015,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
676,"AggoratMushroomTwo",5016,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
677,"AggoratMushroomThree",5017,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
678,"AggoratCroneNoMushrooms",5018,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
679,"AggoratCroneInteractNoMushrooms",5019,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
680,"AggoratCroneInteractNeedMoreMushrooms",5020,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
681,"AggoratCroneGiveAllMushrooms",5021,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
682,"AggoratCroneGetFlask",5025,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
683,"TempleOfKamasaFindCoolingCore","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
684,"TempleOfKamasaUseCoolingCore","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
685,"UtzaalArtifactOne",5029,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
686,"UtzaalArtifactTwo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
687,"UtzaalArtifactThree",5030,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
688,"UtzaalArtifactFour","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
689,"UtzaalPastKeyPieceOne","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
