"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","i32_38","bool_42","bool_43","i32_44","[rid]_48","rid_64","bool_80","[rid]_81","[rid]_97","rid_113","i32_129","string_133","string_133 (French)","string_133 (German)","string_133 (Japanese)","string_133 (Korean)","string_133 (Portuguese)","string_133 (Russian)","string_133 (Spanish)","string_133 (Thai)","string_133 (Traditional Chinese)","i32_141","rid_145","rid_161","[rid]_177","rid_193","string_209","bool_217","rid_218","[rid]_234","string_250","i32_258","i32_262","bool_266","rid_267","rid_283","bool_299","bool_300","[rid]_301","bool_317","[string]_318","[string]_318 (French)","[string]_318 (German)","[string]_318 (Japanese)","[string]_318 (Korean)","[string]_318 (Portuguese)","[string]_318 (Russian)","[string]_318 (Spanish)","[string]_318 (Thai)","[string]_318 (Traditional Chinese)","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361"
369,"Metadata/Chests/OasisChests/OasisUrnChest_01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/OasisChests/OasisUrnChest_01.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
370,"Metadata/Chests/OasisChests/OasisUrnChest_02",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/OasisChests/OasisUrnChest_02.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
371,"Metadata/Chests/OasisChests/OasisUrnChest_03",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/OasisChests/OasisUrnChest_03.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
372,"Metadata/Chests/OasisChests/OasisUrnSmallChest_01",1,3,"Case","Étui","Gehäuse","ケース","함","Estojo","Шкатулка","Estuche","กล่องเล็ก","盒子","[""Metadata/Chests/OasisChests/OasisUrnSmallChest_01.ao""]",1,2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
373,"Metadata/Chests/OasisChests/OasisUrnSmallChest_02",1,3,"Case","Étui","Gehäuse","ケース","함","Estojo","Шкатулка","Estuche","กล่องเล็ก","盒子","[""Metadata/Chests/OasisChests/OasisUrnSmallChest_02.ao""]",1,2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
374,"Metadata/Chests/Caravan/DreadnoughtMarakethChest01",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest01.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
375,"Metadata/Chests/Caravan/DreadnoughtMarakethChest03",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest03.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
376,"Metadata/Chests/Caravan/DreadnoughtMarakethChest04",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest04.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
377,"Metadata/Chests/Caravan/DreadnoughtMarakethChestQuarryLandmark",1,4,"Faridun War Cache","Cache de guerre faridun","Faridun-Kriegstruhe","ファリドゥンの戦利品","파리둔 전쟁 은닉함","Tesouro de Guerra Faridun","Военный тайник фаридунцев","Alijo de guerra faridun","หีบสงครามฟาริดัน","法里登戰爭密盒","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest04.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/FoundryChests/DreadnoughtMarakethChestQuarryLandmark",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,3,0,"",1
378,"Metadata/Chests/Caravan/DreadnoughtMarakethPropsChest02",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethPropsChest02.ao""]",1,6,1,"",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,600,"",1
379,"Metadata/Chests/FoundryChests/FoundryFarudinUrn01",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn01.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
380,"Metadata/Chests/FoundryChests/FoundryFarudinUrn02",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn02.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
381,"Metadata/Chests/FoundryChests/FoundryFarudinUrn03",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn03.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
382,"Metadata/Chests/FoundryChests/FoundryFarudinUrn04",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn04.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
383,"Metadata/Chests/FoundryChests/FoundryFarudinUrn05",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn05.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
384,"Metadata/Chests/FoundryChests/FoundryFarudinUrn06",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn06.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
385,"Metadata/Chests/FoundryChests/FoundryFarudinUrn07",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn07.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
386,"Metadata/Chests/FoundryChests/FoundryFarudinUrn08",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn08.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
387,"Metadata/Chests/FoundryChests/FoundryChest01","",4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/FoundryChests/FoundryChest01.ao""]",1,10,"","",70,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
388,"Metadata/Chests/FoundryChests/FoundryChest03","",4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/FoundryChests/FoundryChest03.ao""]",1,10,"","",70,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
389,"Metadata/Chests/FoundryChests/FoundryChest04","",4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,10,"","",70,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
390,"Metadata/Chests/FoundryChests/FoundryPropsChest01","",4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/FoundryChests/FoundryPropsChest01.ao""]",1,2,"","",70,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
391,"Metadata/Chests/FoundryChests/FoundryPropsChest02",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/FoundryChests/FoundryPropsChest02.ao""]",1,2,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
392,"Metadata/Chests/PirateCorpseChest01",1,3,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest01.ao""]",1,4,"","",100,[],"",1,[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
393,"Metadata/Chests/PirateCorpseChest02",1,3,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest02.ao""]",1,4,"","",100,[],"",1,[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
394,"Metadata/Chests/PirateCorpseChest03",1,3,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest03.ao""]",1,4,"","",100,[],"",1,[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
395,"Metadata/Chests/PirateCorpseChest04",1,3,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest04.ao""]",1,4,"","",100,[],"",1,[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/CorpseChests_95702/PirateCorpse/PirateCorpseChest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
396,"Metadata/Chests/VaalSarcophagus","",4,"Sarcophagus","Sarcophage","Sarkophag","サルコファガス","석관","Sarcófago","Саркофаг","Sarcófago","โลงหิน","石棺","[""Metadata/Chests/VaalSarcophagus/VaalSarcophagus1.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,1000,"",1
397,"Metadata/Chests/VaalSarcophagusLandmarkMagic","",4,"Sarcophagus","Sarcophage","Sarkophag","サルコファガス","석관","Sarcófago","Саркофаг","Sarcófago","โลงหิน","石棺","[""Metadata/Chests/VaalSarcophagus/VaalSarcophagus1.ao""]",1,10,"","",100,[],"","",[],[],60,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_4/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,"",3,0,"",1
398,"Metadata/Chests/VaalSarcophagusLandmarkRare","",4,"Sarcophagus","Sarcophage","Sarkophag","サルコファガス","석관","Sarcófago","Саркофаг","Sarcófago","โลงหิน","石棺","[""Metadata/Chests/VaalSarcophagus/VaalSarcophagus1.ao""]",1,10,"","",100,[],"","",[],[],59,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_4/Objects/Landmark_Chest",1,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"",1,3,0,"",1
399,"Metadata/Chests/PetrosphereChest01",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere01.ao""]",1,2,"",1,170,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
400,"Metadata/Chests/PetrosphereChest01A",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]",1,2,"",1,170,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
401,"Metadata/Chests/PetrosphereChest02",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere02.ao""]",1,2,"",1,170,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
402,"Metadata/Chests/PetrosphereChest02A",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere02A.ao""]",1,2,"",1,170,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
403,"Metadata/Chests/PetrosphereChest03",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere03.ao""]",1,2,"",1,170,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
404,"Metadata/Chests/PetrosphereChest03A",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere03A.ao""]",1,2,"",1,170,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,200,"",1
405,"Metadata/Chests/PetrosphereCluster01",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere01.ao""]","",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,100,"",1
406,"Metadata/Chests/PetrosphereCluster01A",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere01A.ao""]","",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,100,"",1
407,"Metadata/Chests/PetrosphereCluster02",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere02.ao""]","",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,100,"",1
408,"Metadata/Chests/PetrosphereCluster02A",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere02A.ao""]","",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,100,"",1
409,"Metadata/Chests/PetrosphereCluster03",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere03.ao""]","",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,100,"",1
410,"Metadata/Chests/PetrosphereCluster03A",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/PetropheresChests/Petrophere03A.ao""]","",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,100,"",1
411,"Metadata/Chests/CarverTribeCow01",1,4,"Carcass","Carcasse","Kadaver","死骸","시체","Carcaça","Туша","Restos","ซากสัตว์","殘骸","[""Metadata/Chests/CarverTribe/TiedUpCow01.ao""]",1,2,"","",100,[],"","",[],[],"",0,"","F","M","","","F","FS","MP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
412,"Metadata/Chests/CarverTribeCow02",1,4,"Carcass","Carcasse","Kadaver","死骸","시체","Carcaça","Туша","Restos","ซากสัตว์","殘骸","[""Metadata/Chests/CarverTribe/TiedUpCow02.ao""]",1,2,"","",100,[],"","",[],[],"",0,"","F","M","","","F","FS","MP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
413,"Metadata/Chests/CarverTribeCow03",1,4,"Carcass","Carcasse","Kadaver","死骸","시체","Carcaça","Туша","Restos","ซากสัตว์","殘骸","[""Metadata/Chests/CarverTribe/TiedUpCow03.ao""]",1,2,"","",100,[],"","",[],[],"",0,"","F","M","","","F","FS","MP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
414,"Metadata/Chests/CarverTribeWickerBasket01",1,3,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket01/WickerBasket01.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
415,"Metadata/Chests/CarverTribeWickerBasket02",1,3,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket02/WickerBasket02.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
416,"Metadata/Chests/CarverTribeWickerBasket03",1,3,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket03/WickerBasket03.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,400,"",1
417,"Metadata/Chests/CarverTribeWickerBasket04",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket04/WickerBasket04.ao""]",1,2,"",1,100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
418,"Metadata/Chests/CarverTribeWickerBasket05",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket05/WickerBasket05.ao""]",1,2,"",1,100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
419,"Metadata/Chests/CarverTribeWickerBasket06",1,4,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket06/WickerBasket06.ao""]",1,2,"",1,100,[],"","",[],[],"",0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"","",1,200,"",1
420,"Metadata/Chests/CarverTribeWickerBasket01Landmark",1,3,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket01/WickerBasket01.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,3,0,"",1
421,"Metadata/Chests/CarverTribeWickerBasketLandmark02",1,3,"Basket","Panier","Korb","籠","바구니","Cesta","Корзина","Cesta","ตะกร้า","籃子","[""Metadata/Chests/CarverTribeWickerBaskets/WickerBasket02/WickerBasket02.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","M","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,3,0,"",1
422,"Metadata/Chests/VaalStoneChest01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/VaalChests/VaalStoneChest01.ao""]",1,8,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,1,800,"",1
423,"Metadata/Chests/VaalStoneChestNoDisable01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/VaalChests/VaalStoneChest01.ao""]",1,8,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,1,1,3,800,"",1
424,"Metadata/Chests/VaalStoneChestLandmark01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","保險箱","[""Metadata/Chests/VaalChests/VaalStoneChest01.ao""]",1,6,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act3/3_6_1/Objects/Landmark_Chest",1,"",[],"",-2,2,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],1,"",1,3,0,"",1
