"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32_32","bool_36","bool_37","i32_38","i32_42","rid_46","i32_62","i32_66","i32_70","i32_74","i32_78","i32_82","i32_86","i32_90","i32_94","i32_98","i32_102","bool_106","bool_107"
288,"Metadata/Pet/GryffonPets/DarkShardGryffon",4429,-1668436410,668363,0,1,"",0,1751384064,0,0,0,0,1752432640,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
289,"Metadata/Pet/Hasina/Hasina01",4430,783269251,693036,65536,1,"",0,1756364800,0,0,0,0,1757413376,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
290,"Metadata/Pet/Hasina/Hasina02",4431,-1255348929,675859,16777216,1,"",0,1761345536,0,0,0,0,1762394112,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
291,"Metadata/Pet/Hasina/Hasina03",4432,-891108313,659141,65536,1,"",0,1766326272,0,0,0,0,1767374848,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
292,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4433,1282019953,548379,16777216,1,"",0,1773535232,0,0,0,0,1774583808,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
293,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4434,1974369172,527930,65536,1,"",0,1781661696,0,0,0,0,1782710272,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
294,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4435,-45225371,530216,0,1,"",0,1790050304,0,0,0,0,1791098880,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
295,"Metadata/Pet/Cat/SoulkeeperCat",4436,1927954227,544217,0,1,"",0,1795293184,0,0,0,0,1796341760,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
296,"Metadata/Pet/ScavengerBat/ScavengerBat",4437,1265171745,570953,0,1,"",0,1801584640,0,0,0,0,1802633216,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
297,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4438,909656609,554009,0,1,"",0,1809186816,0,0,0,0,1810235392,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
298,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4439,-332180505,573396,0,1,"",0,1816526848,0,0,0,0,1817575424,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
299,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4440,-477258943,686284,0,1,"",0,1823866880,0,0,0,0,1824915456,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
300,"Metadata/Pet/ParagonPet/ParagonPet",4441,1157963444,547761,0,1,"",0,1829634048,0,0,0,0,1830682624,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
301,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4442,-734198822,579559,0,1,"",0,1837760512,0,0,0,0,1838809088,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
302,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4443,1263349367,550202,0,1,"",0,1846935552,0,0,0,0,1847984128,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
303,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4444,-2121733282,551638,0,1,"",0,1856372736,0,0,0,0,1857421312,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
304,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4445,-1382000438,587114,0,1,"",0,1865547776,0,0,0,0,1866596352,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
305,"Metadata/Pet/DragonSerpent/DragonSerpent",4446,-397178833,942204,65536,1,"",0,1872101376,0,0,0,0,1873149952,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
306,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4447,-1097359903,926582,16777216,1,"",0,1879572480,0,0,0,0,1880621056,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
307,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4448,-99717295,955743,65536,1,"",0,1887961088,0,0,0,0,1889009664,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
308,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",4449,-1629099666,554891,65536,1,"",0,1895301120,0,0,0,0,1896349696,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
309,"Metadata/Pet/JingweiCrane/JingweiCrane",4450,264279271,957223,16777216,1,"",0,1901592576,0,0,0,0,1902641152,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
310,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",4451,1348147187,935848,65536,1,"",0,1908801536,0,0,0,0,1909850112,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
311,"Metadata/Pet/BuccaneerPet/BuccaneerPet",4453,-806571731,556737,0,1,"",0,1915092992,0,0,0,0,1916141568,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
312,"Metadata/Pet/IntrepidDeer/IntrepidDeer",4452,-378457794,579663,0,1,"",0,1921384448,0,0,0,0,1922433024,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
313,"Metadata/Pet/Seagull/AtlantisSirenSeagull",4455,1339325001,538013,0,1,"",0,1928069120,0,0,0,0,1929117696,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
314,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",4456,-558893639,797462,0,1,"",0,1936457728,0,0,0,0,1937506304,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
315,"Metadata/Pet/Frog/Deepwater",4457,1460654438,558697,0,1,"",0,1941307392,0,0,0,0,1942355968,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
316,"Metadata/Pet/FishMine/FishMine",4458,-1472581467,563359,0,1,"",0,1946550272,0,0,0,0,1947598848,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
317,"Metadata/Pet/HellscapePet/HellscapePet",4459,-137079098,696594,0,1,"",0,1952841728,0,0,0,0,1953890304,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
318,"Metadata/Pet/Skadi/Skadi",4460,-1921815068,712855,65536,1,"",0,1957298176,0,0,0,0,1958346752,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
319,"Metadata/Pet/Skadi/SkadiPremium",4461,-1400849633,661407,16777216,1,"",0,1962672128,0,0,0,0,1963720704,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
320,"Metadata/Pet/Skadi/SkadiPremiumExpired",4462,160065354,683712,65536,1,"",0,1968963584,0,0,0,0,1970012160,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
321,"Metadata/Pet/CelestialTurtle/CelestialTurtle",4466,-1803040565,547916,0,1,"",0,1976041472,0,0,0,0,1977090048,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
322,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",4463,1944219162,663032,65536,1,"",0,1983643648,0,0,0,0,1984692224,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
323,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",4464,-778676319,689719,16777216,1,"",0,1992163328,0,0,0,0,1993211904,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
324,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",4465,110993394,694639,65536,1,"",0,2001600512,0,0,0,0,2002649088,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
325,"Metadata/Pet/WyrmCall/WyrmCallPet",4454,613723347,1017927,0,1,"",0,2007236608,0,0,0,0,2008285184,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
326,"Metadata/Pet/Beetle/HeritageBeetle",4467,-86760852,579768,0,1,"",0,2013003776,0,0,0,0,2014052352,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
327,"Metadata/Pet/HummingBird/HeritageHummingBird",4468,1760391217,530652,0,1,"",0,2020081664,0,0,0,0,2021130240,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
328,"Metadata/Pet/HeritagePeacock/HeritagePeacock",4469,223614470,531282,0,1,"",0,2027159552,0,0,0,0,2028208128,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
329,"Metadata/Pet/Centipede/DivergenceCentipede",4470,-239323114,575914,0,1,"",0,2033975296,0,0,0,0,2035023872,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
330,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",4471,469700062,661025,0,1,"",0,2042363904,0,0,0,0,2043412480,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
331,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",4472,762848640,526584,65536,1,"",0,2048655360,0,0,0,0,2049703936,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
332,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",4473,1886500371,575074,16777216,1,"",0,2055733248,0,0,0,0,2056781824,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
333,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",4474,-764902140,546668,65536,1,"",0,2063728640,0,0,0,0,2064777216,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
334,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",4475,-793887349,584997,65536,1,"",0,2072379392,0,0,0,0,2073427968,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
335,"Metadata/Pet/Tiger/GodofThunderPet",4476,-1752029332,569598,16777216,1,"",0,2078146560,0,0,0,0,2079195136,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
336,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",4477,1593330702,529142,65536,1,"",0,2085748736,0,0,0,0,2086797312,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
337,"Metadata/Pet/Tiger/HarmoniousTigerPet",4478,-1101606877,552565,0,1,"",0,2091909120,0,0,0,0,2092957696,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
338,"Metadata/Pet/HummingBird/HummingBird",4479,353736649,557788,0,1,"",0,2097938432,0,0,0,0,2098987008,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
339,"Metadata/Pet/FennecFox/FennecFox",4480,1351506644,526938,0,1,"",0,2103443456,0,0,0,0,2104492032,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
340,"Metadata/Pet/GiantHornet/GiantHornet",4481,1323692563,572662,0,1,"",0,2109472768,0,0,0,0,2110521344,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
341,"Metadata/Pet/Wolverine/Wolverine",4482,1373980882,530743,0,1,"",0,2114977792,0,0,0,0,2116026368,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
342,"Metadata/Pet/PoodleMoth/PoodleMoth",4483,1438685720,577496,0,1,"",0,2120744960,0,0,0,0,2121793536,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
343,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",4484,1371332229,560953,0,1,"",0,2128084992,0,0,0,0,2129133568,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
344,"Metadata/Pet/FangtoothMoray/FangtoothMoray",4485,388925269,561275,0,1,"",0,2134900736,0,0,0,0,2135949312,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
345,"Metadata/Pet/Raccoon/Raccoon",4486,-149902080,678416,0,1,"",0,2139881472,0,0,65536,0,2140930048,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
346,"Metadata/Pet/AyeAyePet/AyeAye",4487,-1043747863,551456,0,1,"",0,2146041856,0,0,0,0,2147090432,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
347,"Metadata/Pet/Cat/AristocratCat",4488,1825524081,533950,0,1,"",0,-2143682560,0,0,0,0,-2142633984,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
348,"Metadata/Pet/CultDarkness/Aristocrat/Aristocrat",4489,2021090566,662897,0,1,"",0,-2136211456,0,0,0,0,-2135162880,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
349,"Metadata/Pet/BladeSoul/BladeSoulSword",4490,-1054009302,710919,65536,1,"",0,-2130051072,0,0,0,0,-2129002496,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
350,"Metadata/Pet/BladeSoul/BladeSoulCompanion",4491,-1496409232,671166,16777216,1,"",0,-2123366400,0,0,0,0,-2122317824,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
351,"Metadata/Pet/BladeSoul/BladeSoulCompanionExpired",4492,965641055,703185,65536,1,"",0,-2115764224,0,0,0,0,-2114715648,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
352,"Metadata/Pet/TencentAristocratCat/TencentAristocratCat",4493,445579920,530463,65536,1,"",0,-2107375616,0,0,0,0,-2106327040,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
353,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremium",4494,-1001046570,588163,16777216,1,"",0,-2098069504,0,0,0,0,-2097020928,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
354,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremiumExpired",4495,-1366324243,533858,65536,1,"",0,-2087845888,0,0,0,0,-2086797312,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
355,"Metadata/Pet/Battery/Mana/ManaBatteryOrb",4496,-1842541095,565236,0,1,"",0,-2081292288,0,0,0,0,-2080243712,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
356,"Metadata/Pet/Battery/Life/LifeBatteryOrb",4497,222605684,572464,0,1,"",0,-2074738688,0,0,0,0,-2073690112,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
357,"Metadata/Pet/EmberkeepVulture/EmberkeepVulture",4500,-1883292053,569812,16777216,1,"",0,-2067398656,0,0,0,0,-2066350080,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
358,"Metadata/Pet/GolemBall/GolemBall",4498,-690573719,555199,0,1,"",0,-2061893632,0,0,0,0,-2060845056,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
359,"Metadata/Pet/lightningbird/LightningBird",4501,1893236370,921162,0,1,"",0,-2055340032,0,0,0,0,-2054291456,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
360,"Metadata/Pet/lightningbird/LightningBirdAutomaton",4502,189116957,964952,0,1,"",0,-2047606784,0,0,0,0,-2046558208,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
361,"Metadata/Pet/lightningbird/LightningBirdCelestial",4503,-1257646806,942115,0,1,"",0,-2039873536,0,0,0,0,-2038824960,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
362,"Metadata/Pet/lightningbird/LightningBirdDivine",4504,1873599694,963426,0,1,"",0,-2032533504,0,0,0,0,-2031484928,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
363,"Metadata/Pet/Arachnomorph/ArachnomorphPetBone",4505,1790979741,935005,0,1,"",0,-2025324544,0,0,0,0,-2024275968,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
364,"Metadata/Pet/Arachnomorph/ArachnomorphPetBulb",4506,-130834952,943563,0,1,"",0,-2018115584,0,0,0,0,-2017067008,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
365,"Metadata/Pet/Arachnomorph/ArachnomorphPetSabre",4507,714117577,965465,0,1,"",0,-2010775552,0,0,0,0,-2009726976,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
366,"Metadata/Pet/Arachnomorph/ArachnomorphPetSpindly",4508,-1681705543,962170,0,1,"",0,-2003173376,0,0,0,0,-2002124800,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
367,"Metadata/Pet/Arachnomorph/ArachnomorphPetPlated",4509,873921783,968929,0,1,"",0,-1995702272,0,0,0,0,-1994653696,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
368,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderFire",4510,-1343855650,117816,0,1,"",0,-1988624384,0,0,65536,0,-1987575808,0,65536,-33554432,-16843010,-16843010,-16843010,16711422,"",1
369,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGold",4511,479793990,69599,0,1,"",0,-1980497920,0,0,0,0,-1979449344,0,65536,-33554432,-16843010,-16843010,-16843010,16711422,"",1
370,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGreen",4512,-56468257,106621,0,1,"",0,-1973288960,0,0,0,0,-1972240384,0,65536,-33554432,-16843010,-16843010,-16843010,16711422,"",1
371,"Metadata/Pet/Blob/Blob",4513,-719590287,801130,0,1,"",0,-1969094656,0,0,0,0,-1968046080,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
372,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion01",4514,1222432398,826962,65536,1,"",0,-1960968192,0,0,0,0,-1959919616,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
373,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion02",4515,-554871269,821494,16777216,1,"",0,-1952841728,0,0,0,0,-1951793152,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
374,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion03",4516,2021643938,831197,65536,1,"",0,-1944715264,0,0,0,0,-1943666688,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
375,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion04",4517,-1431010571,796737,65536,1,"",0,-1936588800,0,0,0,0,-1935540224,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
376,"Metadata/Pet/Demonling/DemonlingPetGalloping",4518,554495692,577472,0,1,"",0,-1929510912,0,0,0,0,-1928462336,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
377,"Metadata/Pet/Demonling/DemonlingPetHeadless",4519,1648043840,542075,0,1,"",0,-1922564096,0,0,0,0,-1921515520,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
378,"Metadata/Pet/Demonling/DemonlingPetScuttling",4520,2080270347,791541,0,1,"",0,-1915486208,0,0,0,0,-1914437632,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
379,"Metadata/Pet/Demonling/DemonlingPetSpiky",4521,150298857,550940,0,1,"",0,-1908932608,0,0,0,0,-1907884032,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
380,"Metadata/Pet/Demonling/DemonlingPetWinged",4522,953113821,549906,0,1,"",0,-1902247936,0,0,0,0,-1901199360,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
381,"Metadata/Pet/BloodlordPet/Bloodlord",4523,-1738151327,946692,0,1,"",0,-1896349696,0,0,0,0,-1895301120,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
382,"Metadata/Pet/PetRock/PetRock",4524,-53883998,931691,0,1,"",0,-1891368960,0,0,0,0,-1890320384,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
383,"Metadata/Pet/PetRock/PetRockAzurite",4525,-1086801776,919464,0,1,"",0,-1885470720,0,0,0,0,-1884422144,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
384,"Metadata/Pet/PetRock/PetRockGold",4526,-1259062625,953963,0,1,"",0,-1879965696,0,0,0,0,-1878917120,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
385,"Metadata/Pet/PetRock/PetRockSandstone",4527,1090784880,937844,0,1,"",0,-1873805312,0,0,0,0,-1872756736,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
386,"Metadata/Pet/PetRock/PetRockStatues",4528,415823229,978357,0,1,"",0,-1867907072,0,0,0,0,-1866858496,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
387,"Metadata/Pet/PetRock/PetRockSulphur",4529,-492811643,960549,0,1,"",0,-1862008832,0,0,0,0,-1860960256,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
388,"Metadata/Pet/PetRock/PetRockVaal",4530,1975865415,927106,0,1,"",0,-1856503808,0,0,0,0,-1855455232,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
389,"Metadata/Pet/ScarletMacawParrot/ScarletMacawParrot",4531,-1669270969,552647,0,1,"",0,-1848639488,0,0,0,0,-1847590912,0,0,-33488896,-16843010,-16843010,-16843010,16711422,"",1
390,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitSmall",4532,569454271,528206,65536,1,"",0,-1840119808,0,0,0,0,-1839071232,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
391,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBig",4533,-82905515,789851,16777216,1,"",0,-1831862272,0,0,0,0,-1830813696,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
392,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBigExpired",4534,277262821,827747,65536,1,"",0,-1822687232,0,0,0,0,-1821638656,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
393,"Metadata/Pet/SandWorm/SandWorm",4535,269585402,826347,0,1,"",0,-1817444352,0,0,0,0,-1816395776,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",""
394,"Metadata/Pet/SandWorm/SandWormRed",4536,-1210152827,802651,0,1,"",0,-1811808256,0,0,0,0,-1810759680,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",""
395,"Metadata/Pet/SandWorm/SandWormBlue",4537,833260144,834522,0,1,"",0,-1806041088,0,0,0,0,-1804992512,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",""
396,"Metadata/Pet/Bear/DelveBear",4538,1894209220,665123,0,1,"",0,-1801191424,0,0,0,0,-1800142848,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
397,"Metadata/Pet/PandemoniumSpider/BlackWidowSpider",4539,-638164764,571666,0,1,"",0,-1793720320,0,0,0,0,-1792671744,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
398,"Metadata/Pet/FledglingBellcrow/FledglingBellcrow",4540,-1925268821,538517,0,1,"",0,-1786118144,0,0,0,0,-1785069568,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
399,"Metadata/Pet/BabyKitava/BabyKitava",4541,1693844417,550711,0,1,"",0,-1780350976,0,0,0,0,-1779302400,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
400,"Metadata/Pet/BabyBossesHumans/BabyBrutus/BabyBrutus",4542,1537136486,560376,0,1,"",0,-1772355584,0,0,0,0,-1771307008,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
401,"Metadata/Pet/BabyBossesHumans/BabyPiety/BabyPiety",4543,-1954961960,536225,0,1,"",0,-1764622336,0,0,0,0,-1763573760,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
402,"Metadata/Pet/BabyBossesHumans/BabyDominus/BabyDominus",4544,551313896,540980,0,1,"",0,-1756364800,0,0,0,0,-1755316224,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
403,"Metadata/Pet/BabyBossesHumans/BabyHillock/BabyHillock",4545,-990626119,588365,0,1,"",0,-1748107264,0,0,0,0,-1747058688,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
404,"Metadata/Pet/BabyVaalOversoul/BabyVaalOversoul",4546,-1944189714,559344,0,1,"",0,-1740767232,0,0,0,0,-1739718656,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
405,"Metadata/Pet/BetaKiwis/BaronKiwi",4547,585225973,586772,0,1,"",0,-1735262208,0,0,0,0,-1734213632,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
406,"Metadata/Pet/BetaKiwis/FaridunKiwi",4548,-730108655,571754,0,1,"",0,-1729495040,0,0,0,0,-1728446464,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
407,"Metadata/Pet/BetaKiwis/VaalKiwi",4549,-206880866,576565,0,1,"",0,-1724121088,0,0,0,0,-1723072512,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
408,"Metadata/Pet/BetaKiwis/KaruiKiwi",4550,-625865226,579396,0,1,"",0,-1718616064,0,0,0,0,-1717567488,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
409,"Metadata/Pet/BetaKiwis/LumeriusKiwi",4551,1085340876,572540,0,1,"",0,-1712717824,0,0,0,0,-1711669248,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
410,"Metadata/Pet/BabyChimera/BabyChimera",4552,-1545689008,789390,0,1,"",0,-1706688512,0,0,0,0,-1705639936,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
411,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPet",4117,-908042573,563027,0,1,"",0,-1699610624,0,0,0,0,-1698562048,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
412,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumPet",4118,970445608,584447,0,1,"",0,-1691615232,0,0,0,0,-1690566656,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
413,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumExpiredPet",4119,588318943,535502,0,1,"",0,-1682702336,0,0,0,0,-1681653760,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
414,"Metadata/Pet/CurrencyOrbCompainion/ChaosOrb",6288,-336911207,577394,0,1,"",0,-1675755520,0,0,0,0,-1674706944,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
415,"Metadata/Pet/CurrencyOrbCompainion/VaalOrb",6289,337167582,577734,0,1,"",0,-1668939776,0,0,0,0,-1667891200,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
416,"Metadata/Pet/CurrencyOrbCompainion/ExaltedOrb",6290,1025832503,576275,0,1,"",0,-1661730816,0,0,0,0,-1660682240,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
417,"Metadata/Pet/OctopusParasite/OctopusParasiteCelestial",6459,387392463,931032,0,1,"",0,-1653473280,0,0,0,0,-1652424704,0,0,-33488896,-16843010,-16843010,-16843010,16711422,"",1
418,"Metadata/Pet/OctopusParasite/OctopusParasiteFlame",6460,-1578213821,982957,0,1,"",0,-1645740032,0,0,0,0,-1644691456,0,0,-33488896,-16843010,-16843010,-16843010,16711422,"",1
419,"Metadata/Pet/OctopusParasite/OctopusParasiteWater",6461,-1462751671,951961,0,1,"",0,-1638006784,0,0,0,0,-1636958208,0,0,-33488896,-16843010,-16843010,-16843010,16711422,"",1
420,"Metadata/Pet/SpittingSnake/SpittingSnake",6484,917783007,817003,0,1,"",0,-1631453184,0,0,0,0,-1630404608,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
421,"Metadata/Pet/PitifulFabrications/PetFabrications/PetFabrication1",6495,-1247886370,554560,0,1,"",0,-1621753856,0,0,0,0,-1620705280,0,0,-33554432,-16843010,-16843010,-16843010,33488638,1,1
422,"Metadata/Pet/PitifulFabrications/PetFabrications/PetFabrication2",6496,-171353168,568953,0,1,"",0,-1612054528,0,0,0,0,-1611005952,0,0,-33554432,-16843010,-16843010,-16843010,33488638,1,1
423,"Metadata/Pet/TriceratopsPet/TriceratopsPet",6497,-1406113901,1100707,0,1,"",0,-1605238784,0,0,0,0,-1604190208,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"",1
424,"Metadata/Pet/QuadrillaPet/QuadrillaArmoured",6499,366838402,1087327,0,1,"",0,-1598291968,0,0,0,0,-1597243392,0,0,-33554432,-16843010,-16843010,-16843010,16711422,1,1
