"rownum","Id","ArtString_SMFile"
108,"DarkExileTemplar","Art/Models/Items/Armours/Helmets/Microtransactions/PilgrimHat/PilgrimHatStrInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/DaressosDefiance/BodyDaressosDefianceStrInt.sm -templar_bodyShape -templar_armsShape -templar_upper_legsShape -templar_lower_legsShape -templar_bookShape -templar_cloth_topShape -templar_cloth_bottomShape & Art/Models/Items/Armours/Boots/BootsWakeOfDestruction/BootsWakeOfDestructionStrInt.sm -templar_feetShape & Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerStrInt.sm -templar_handsShape -templar_forearmsShape"
109,"DarkExileShadow","Art/Models/Items/Armours/BodyArmours/BodyDexInt5A/BodyDexInt5ADexInt.sm -upper_legsShape -aprinShape -forearmsShape & Art/Models/Items/Armours/Boots/BootsDexInt5/BootsDexInt5DexInt.sm -feetShape & Art/Models/Items/Armours/AnimateArmour/GreenSkullDexIntExileUniqueMap.sm & Art/Models/Items/Armours/BodyArmours/BodyDexInt1A/BodyDexInt1ADexInt.sm -bodyShape -aprinShape & Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaDexInt.sm -headShape"
110,"DarkExileScion","Art/Models/Items/Armours/BodyArmours/Microtransactions/SeraphSkinObsidian/SeraphObsidianBodyStrDexInt.sm -adventurer_bodyShape -adventurer_armsShape -adventurer_lower_legsShape -adventurer_upper_legsShape -adventurer_skirtShape & Art/Models/Items/Armours/Boots/Microtransactions/SeraphSkinObsidian/SeraphObsidianBootsStrDexInt.sm -adventurer_feetShape & Art/Models/Items/Armours/Gloves/Microtransactions/SeraphSkinObsidian/SeraphObsidianGlovesStrDexInt.sm -adventurer_handsShape -adventurer_forearmsShape & Art/Models/Items/Armours/Helmets/Microtransactions/SeraphSkinObsidian/SeraphObsidianHelmetStrDexInt.sm -adventurer_hairShape"
111,"DaressoExileMaruader","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour02/MasterArmour02BodyStr.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MasterArmour02/MasterArmour02HelmetStr.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02/MasterArmour02BootsStr.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02/MasterArmour02GlovesStr.sm -warrior_bodyShape -warrior_armsShape -warrior_upper_legsShape -warrior_lower_legsShape -warrior_skirtShape -warrior_headShape -warrior_hairShape -warrior_feetShape -warrior_handsShape -warrior_forearmsShape"
112,"DaressoExileRanger","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour04/MasterArmour04BodyDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MasterArmour04/MasterArmour04HelmetDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour04/MasterArmour04BootsDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour04/MasterArmour04GlovesDex.sm -hunter_bodyShape -hunter_armsShape -hunter_lower_legsShape -hunter_upper_legsShape -hunter_beltShape -hunter_hairShape -hunter_headShape -hunter_feetShape -hunter_handsShape"
113,"DaressoExileWitch","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour03/MasterArmour03BodyInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MasterArmour03/MasterArmour03HelmetInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour03/MasterArmour03BootsInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour03/MasterArmour03GlovesInt.sm -witch_bodyShape -witch_armsShape -witch_upper_legsShape -witch_lower_legsShape -witch_skirtShape -witch_headShape -witch_hairBottomShape -witch_hairTopShape -witch_feetShape -witch_handsShape"
114,"WbFireGrunt","Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerStr.sm & Art/Models/Items/Armours/BodyArmours/BodyDexInt1C/BodyDexInt1CStr.sm & Art/Models/Items/Armours/Helmets/Uniques/Goldrim/GoldrimStr.sm & Art/Models/Items/Armours/Boots/BootsShavronnesPace/BootsShavronnesPaceStr.sm -warrior_skirtShape -warrior_bodyShape -warrior_armsShape -warrior_forearmsShape -warrior_hairShape -warrior_feetShape -warrior_handsShape"
115,"WbFireSupport","Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerInt.sm & Art/Models/Items/Armours/BodyArmours/BodyDexInt1C/BodyDexInt1CInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex9/HelmetDex9Int.sm & Art/Models/Items/Armours/Boots/BootsShavronnesPace/BootsShavronnesPaceInt.sm -witch_armsShape -witch_forearmsShape -witch_bodyShape -witch_hairBottomShape -witch_hairTopShape -witch_feetShape -witch_handsShape"
116,"WbFireEliteTemplar","Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerStrInt.sm & Art/Models/Items/Armours/BodyArmours/BodyDexInt1C/BodyDexInt1CStrInt.sm & Art/Models/Items/Armours/Boots/BootsShavronnesPace/BootsShavronnesPaceStrInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex9/HelmetDex9StrInt.sm -templar_handsShape -templar_forearmsShape -templar_bodyShape -templar_bookShape -templar_cloth_topShape -templar_cloth_bottomShape -templar_armsShape -templar_feetShape"
117,"WbFireEliteDuelist","Art/Models/Items/Armours/Gloves/Unique/HellBringer/HellBringerStrDex.sm & Art/Models/Items/Armours/BodyArmours/BodyDexInt1C/BodyDexInt1CStrDex.sm & Art/Models/Items/Armours/Boots/BootsShavronnesPace/BootsShavronnesPaceStrDex.sm & Art/Models/Items/Armours/Helmets/HelmetDex9/HelmetDex9StrDex.sm -swordman_handsShape -swordman_armsShape -swordman_bodyShape -swordman_forearmsShape -swordman_feetShape -swordman_hairShape"
118,"WbFireLeaderMarauder","Art/Models/Items/Armours/BodyArmours/Microtransactions/Infernal/InfernalBodyStr.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Infernal/InfernalHelmetStr.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Infernal/InfernalGlovesStr.sm & Art/Models/Items/Armours/Boots/Microtransactions/Infernal/InfernalBootsStr.sm -warrior_armsShape -warrior_bodyShape -warrior_feetShape -warrior_forearmsShape -warrior_hairShape -warrior_handsShape -warrior_lower_legsShape -warrior_upper_legsShape -warrior_neckShape -warrior_skirtShape"
119,"WbFireLeaderRanger","Art/Models/Items/Armours/BodyArmours/Microtransactions/Infernal/InfernalBodyDex.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Infernal/InfernalHelmetDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Infernal/InfernalGlovesDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/Infernal/InfernalBootsDex.sm -hunter_hairShape -hunter_feetShape -hunter_handsShape -hunter_armsShape -hunter_forearmsShape -hunter_bodyShape -hunter_beltShape -hunter_upper_legsShape -hunter_lower_legsShape"
120,"WbLightningGruntDuelist","Art/Models/Items/Armours/BodyArmours/Unique/LightbaneRainment/BodyLightbaneRainmentStrDex.sm & Art/Models/Items/Armours/Helmets/HelmetDex2/HelmetDex2StrDex.sm & Art/Models/Items/Armours/Gloves/GlovesStrInt1/GlovesStrInt1StrDex.sm & Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrDex.sm -swordman_armsShape -swordman_bodyShape -swordman_hairShape -swordman_handsShape -swordman_feetShape"
121,"WbLightningGruntRanger","Art/Models/Items/Armours/BodyArmours/Unique/LightbaneRainment/BodyLightbaneRainmentDex.sm & Art/Models/Items/Armours/Helmets/HelmetDex2/HelmetDex2Dex.sm & Art/Models/Items/Armours/Gloves/GlovesStrInt1/GlovesStrInt1Dex.sm & Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3Dex.sm -swordman_armsShape -swordman_bodyShape -swordman_hairShape -swordman_handsShape -swordman_forearmsShape -swordman_feetShape"
122,"WbLightningSupport","Art/Models/Items/Armours/BodyArmours/Unique/ZahndethusCassock/BodyZahndethusCassockStrDexInt.sm & Art/Models/Items/Armours/Helmets/HelmetDexInt6/HelmetDexInt6StrDexInt.sm & Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorne/HelmetFairgravesTricorneStrDexInt.sm & Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1StrDexInt.sm & Art/Models/Items/Armours/Boots/BootsInt4/BootsInt4StrDexInt.sm -adventurer_armsShape -adventurer_bodyShape -adventurer_necklaceShape -adventurer_skirtShape -adventurer_upper_legsShape -adventurer_neckShape -adventurer_hairShape -adventurer_forearmsShape -adventurer_handsShape -adventurer_feetShape"
123,"WbLightningEliteTemplar","Art/Models/Items/Armours/BodyArmours/Unique/ShavronnesWrappings/ShavronnesWrappingsStrInt.sm & Art/Models/Items/Armours/Helmets/Uniques/FairgravesTricorneAlt/HelmetFairgravesTricorneAltStrInt.sm & Art/Models/Items/Armours/Helmets/HelmetDexInt5/HelmetDexInt5StrInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/Steampunk/SteamPunkBootsStrInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesStrInt.sm -templar_lower_legsShape -templar_upper_legsShape -templar_bodyShape -templar_armsShape -templar_bookShape -templar_cloth_topShape -templar_cloth_bottomShape -templar_neckShape -templar_feetShape -templar_handsShape"
124,"WbLightningEliteWitch","Art/Models/Items/Armours/BodyArmours/Microtransactions/ArcaneArmour/ArcaneArmourBodyInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex6/HelmetDex6Int.sm & Art/Models/Items/Armours/Helmets/HelmetDexInt7/HelmetDexInt7Int.sm & Art/Models/Items/Armours/Boots/Microtransactions/Steampunk/SteamPunkBootsInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesInt.sm -witch_hairBottomShape -witch_hairTopShape -witch_armsShape -witch_bodyShape -witch_upper_legsShape -witch_lower_legsShape -witch_skirtShape -witch_feetShape -witch_handsShape"
125,"WbColdGruntMarauder","Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1Str.sm & Art/Models/Items/Armours/BodyArmours/Unique/FoxShade/BodyFoxShadeStr.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1Str.sm & Art/Models/Items/Armours/Helmets/HelmetDex4/HelmetDex4Str.sm -warrior_handsShape -warrior_armsShape -warrior_bodyShape -warrior_skirtShape -warrior_feetShape -warrior_hairShape"
126,"WbColdGruntRanger","Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1Dex.sm & Art/Models/Items/Armours/BodyArmours/Unique/FoxShade/BodyFoxShadeDex.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1Dex.sm & Art/Models/Items/Armours/Helmets/HelmetDex4/HelmetDex4Dex.sm -hunter_handsShape -hunter_armsShape -hunter_bodyShape -hunter_upper_legsShape -hunter_beltShape -hunter_feetShape -hunter_hairShape"
127,"WbColdGruntWitch","Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1Int.sm & Art/Models/Items/Armours/BodyArmours/Unique/FoxShade/BodyFoxShadeInt.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1Int.sm & Art/Models/Items/Armours/Helmets/HelmetDex4/HelmetDex4Int.sm -witch_handsShape -witch_armsShape -witch_bodyShape -witch_upper_legsShape -witch_feetShape"
128,"WbColdGruntDuelist","Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1StrDex.sm & Art/Models/Items/Armours/BodyArmours/Unique/FoxShade/BodyFoxShadeStrDex.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1StrDex.sm & Art/Models/Items/Armours/Helmets/HelmetDex4/HelmetDex4StrDex.sm -swordman_handsShape -swordman_armsShape -swordman_bodyShape -swordman_upper_legsShape -swordman_feetShape -swordman_hairShape"
129,"WbColdGruntTemplar","Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1StrInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/FoxShade/BodyFoxShadeStrInt.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1StrInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex4/HelmetDex4StrInt.sm -templar_handsShape -templar_armsShape -templar_bodyShape -templar_neckShape -templar_upper_legsShape -templar_bookShape -templar_cloth_topShape -templar_cloth_bottomShape -templar_feetShape -templar_headShape"
130,"WbColdGruntShadow","Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1DexInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/FoxShade/BodyFoxShadeDexInt.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1DexInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex4/HelmetDex4DexInt.sm -handsShape -armsShape -bodyShape -upper_legsShape -aprinShape -feetShape"
131,"WbColdGruntScion","Art/Models/Items/Armours/Gloves/GlovesInt1/GlovesInt1StrDexInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/FoxShade/BodyFoxShadeStrDexInt.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1StrDexInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex4/HelmetDex4StrDexInt.sm -adventurer_handsShape -adventurer_bodyShape -adventurer_skirtShape -adventurer_armsShape -adventurer_feetShape -adventurer_hairShape"
132,"WbColdSupportMarauder","Art/Models/Items/Armours/BodyArmours/BodyDex3C/BodyDex3CStr.sm & Art/Models/Items/Armours/Gloves/GlovesDex1/GlovesDex1Str.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1Str.sm & Art/Models/Items/Armours/Helmets/Uniques/Wolf/HelmetWolfStr.sm -warrior_hairShape -warrior_handsShape -warrior_feetShape -warrior_bodyShape"
133,"WbColdSupportRanger","Art/Models/Items/Armours/BodyArmours/BodyDex3C/BodyDex3CDex.sm & Art/Models/Items/Armours/Gloves/GlovesDex1/GlovesDex1Dex.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1Dex.sm & Art/Models/Items/Armours/Helmets/Uniques/Wolf/HelmetWolfDex.sm -hunter_hairShape -hunter_bodyShape -hunter_beltShape -hunter_handsShape -hunter_feetShape -hunter_hairShape "
134,"WbColdSupportWitch","Art/Models/Items/Armours/BodyArmours/BodyDex3C/BodyDex3CInt.sm & Art/Models/Items/Armours/Gloves/GlovesDex1/GlovesDex1Int.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1Int.sm & Art/Models/Items/Armours/Helmets/Uniques/Wolf/HelmetWolfInt.sm -witch_bodyShape -witch_handsShape -witch_feetShape -witch_hairBottomShape -witch_hairTopShape"
135,"WbColdSupportShadow","Art/Models/Items/Armours/BodyArmours/BodyDex3C/BodyDex3CDexInt.sm & Art/Models/Items/Armours/Gloves/GlovesDex1/GlovesDex1DexInt.sm & Art/Models/Items/Armours/Boots/BootsDexUnique1/BootsDexUnique1DexInt.sm & Art/Models/Items/Armours/Helmets/Uniques/Wolf/HelmetWolfDexInt.sm -hairShape -handsShape -feetShape -aprinShape"
136,"WbColdEliteTemplar","Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/DaressosDefiance/BodyDaressosDefianceStrInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStrInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex7/HelmetDex7StrInt.sm -templar_handsShape -templar_feetShape -templar_bodyShape -templar_armsShape -templar_upper_legsShape -templar_lower_legsShape -templar_bookShape -templar_cloth_topShape -templar_cloth_bottomShape"
137,"WbColdEliteRanger","Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesDex.sm & Art/Models/Items/Armours/BodyArmours/Unique/DaressosDefiance/BodyDaressosDefianceDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsDex.sm & Art/Models/Items/Armours/Helmets/HelmetDex7/HelmetDex7Dex.sm -hunter_hairShape -hunter_bodyShape -hunter_armsShape -hunter_upper_legsShape -hunter_lower_legsShape -hunter_beltShape -hunter_feetShape -hunter_handsShape"
138,"WbColdEliteShadow","Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesDexInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/DaressosDefiance/BodyDaressosDefianceDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsDexInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex7/HelmetDex7DexInt.sm -feetShape -handsShape -bodyShape -armsShape -lower_legsShape -upper_legsShape -aprinShape"
139,"WbColdEliteScion","Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrDexInt.sm & Art/Models/Items/Armours/BodyArmours/Unique/DaressosDefiance/BodyDaressosDefianceStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStrDexInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex7/HelmetDex7StrDexInt.sm -adventurer_hairShape -adventurer_feetShape -adventurer_handsShape -adventurer_bodyShape -adventurer_armsShape -adventurer_upper_legsShape -adventurer_lower_legsShape -adventurer_skirtShape"
140,"WbColdLeaderRanger","Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesDex.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/VerdantArmour/VerdantArmourBodyDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsDex.sm & Art/Models/Items/Armours/Helmets/Uniques/WolfAlt/WolfAltDex.sm -hunter_bodyShape -hunter_armsShape -hunter_lower_legsShape -hunter_upper_legsShape -hunter_beltShape -hunter_feetShape -hunter_handsShape -hunter_hairShape -hunter_headShape"
141,"WbColdLeaderDuelist","Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrDex.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/VerdantArmour/VerdantArmourBodyStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStrDex.sm & Art/Models/Items/Armours/Helmets/Uniques/FurryHeadOfStarkonjaAlt/StarkonjasAltStrDex.sm -swordman_hairShape -swordman_bodyShape -swordman_armsShape -swordman_upper_legsShape -swordman_lower_legsShape -swordman_feetShape -swordman_handsShape"
142,"WbColdLeaderScion","Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrDexInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/VerdantArmour/VerdantArmourBodyStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStrDexInt.sm & Art/Models/Items/Armours/Helmets/HelmetDex10/HelmetDex10StrDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/HornAntlers/horn_antlersStrDexInt.sm -adventurer_bodyShape -adventurer_armsShape -adventurer_lower_legsShape -adventurer_upper_legsShape -adventurer_skirtShape -adventurer_necklaceShape -adventurer_feetShape -adventurer_handsShape -adventurer_hairShape"
143,"WbChaosLeader1","Art/Models/Items/Armours/BodyArmours/Unique/SacrificialGarb/SacrificialGarbStr.sm & Art/Models/Items/Armours/Boots/WindscreamAlt/BootsWindScreamAltStr.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Steampunk/SteamPunkGlovesStr.sm & Art/Models/Items/Armours/Helmets/Uniques/ThreeDragonsAlt/HelmetThreeDragonsAltStr.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Horn_02/horn_02Str.sm -warrior_skirtShape -warrior_lower_legsShape -warrior_upper_legsShape -warrior_bodyShape -warrior_armsShape - warrior_feetShape -warrior_handsShape -warrior_hairShape -warrior_headShape"
144,"WbChaosLeader2","Art/Models/Items/Armours/BodyArmours/Unique/Cherrubims/BodyCherrubimsInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/SeraphSkinObsidian/SeraphObsidianBootsInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/SeraphSkinObsidian/SeraphObsidianGlovesInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/SeraphSkinObsidian/SeraphObsidianHelmetInt.sm -witch_feetShape -witch_handsShape -witch_forearmsShape -witch_hairBottomShape -witch_hairTopShape -witch_armsShape -witch_bodyShape -witch_lower_legsShape -witch_skirtShape -witch_upper_legsShape"
145,"WbChaosLeader3","Art/Models/Items/Armours/Helmets/Microtransactions/VaalMTX/helmetVaalMTXDexInt.sm & Art/Models/Items/Armours/BodyArmours/Microtransactions/VampiricArmour/VampiricArmourBodyDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/SeraphSkinSanguine/SeraphSanguineGlovesDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsDexInt.sm -hairShape -bodyShape -armsShape -aprinShape -lower_legsShape -upper_legsShape -handsShape -forearmsShape -feetShape"
146,"WbChaosLeader4","Art/Models/Items/Armours/AnimateArmour/SeraphBodyAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/SeraphBootsAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/SeraphHelmetAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/SeraphGlovesAnimateArmour.sm -aprinShape -armsShape -bodyShape -feetShape -forearmsShape -hairShape -handsShape -headShape -lower_legsShape -neckShape -upper_legsShape"
147,"WbChaosLeader5","Art/Models/Items/Armours/BodyArmours/Microtransactions/Necrotic/NecroticBodyDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/HornSideScrew/horn_sidescrewDexInt.sm"
148,"WbChaosLeader6","Art/Models/Items/Armours/BodyArmours/Microtransactions/DemonKingArmour/DemonKingArmourBodyDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/DemonKingArmour/DemonKingArmourBootsDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/DemonKingArmour/DemonKingArmourGlovesDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Steampunk/SteamPunkHelmetDexInt.sm -aprinShape -armsShape -bodyShape -feetShape -forearmsShape -hairShape -handsShape -headShape -lower_legsShape -neckShape -upper_legsShape"
149,"WbChaosLeader7","Art/Models/Items/Armours/BodyArmours/Microtransactions/Necrotic/NecroticBodyDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Necrotic/NecroticGlovesDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/Necrotic/NecroticBootsDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaDexInt.sm & Art/Models/Items/Armours/AnimateArmour/GreenSkullDexIntExileUniqueMap.sm -aprinShape -armsShape -bodyShape -feetShape -forearmsShape -hairShape -handsShape -headShape -lower_legsShape -neckShape -upper_legsShape"
150,"WbChaosLeader8","Art/Models/Items/Armours/BodyArmours/Unique/DaressosDefiance/BodyDaressosDefianceStrDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MasterArmour01/MasterArmour01HelmetStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsStrDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesStrDexInt.sm -adventurer_armsShape -adventurer_bodyShape -adventurer_feetShape -adventurer_hairShape -adventurer_handsShape -adventurer_headShape -adventurer_lower_legsShape -adventurer_necklaceShape -adventurer_neckShape -adventurer_skirtShape -adventurer_upper_legsShape"
151,"GladiatorBossSupport","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour02Alt/MasterArmour02AltBodyStrDexInt.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MasterArmour02Alt/MasterArmour02AltHelmetStrDexInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour02Alt/MasterArmour02AltBootsStrDexInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour02Alt/MasterArmour02AltGlovesStrDexInt.sm -adventurer_bodyShape -adventurer_armsShape -adventurer_lower_legsShape -adventurer_upper_legsShape -adventurer_skirtShape -adventurer_necklaceShape -adventurer_headShape -adventurer_hairShape -adventurer_feetShape -adventurer_handsShape -adventurer_forearmsShape"
152,"GladiatorBossElite","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour04Alt/MasterArmour04BodyStr.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MasterArmour04Alt/MasterArmour04AltHelmetStr.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour04Alt/MasterArmour04AltBootsStr.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour04Alt/MasterArmour04AltGlovesStr.sm -warrior_bodyShape -warrior_armsShape -warrior_upper_legsShape -warrior_lower_legsShape -warrior_skirtShape -warrior_headShape -warrior_hairShape -warrior_feetShape -warrior_handsShape -warrior_forearmsShape"
153,"GladiatorBossLeader","Art/Models/Items/Armours/BodyArmours/Microtransactions/MasterArmour03Alt/MasterArmour03BodyStrint.sm & Art/Models/Items/Armours/Helmets/Microtransactions/MasterArmour03Alt/MasterArmour03AltHelmetStrInt.sm & Art/Models/Items/Armours/Boots/Microtransactions/MasterArmour03Alt/MasterArmour03AltBootsStrInt.sm & Art/Models/Items/Armours/Gloves/Microtransactions/MasterArmour03Alt/MasterArmour03AltGlovesStrInt.sm -templar_bodyShape -templar_armsShape -templar_cloth_topShape -templar_cloth_bottomShape -templar_lower_legsShape -templar_upper_legsShape -templar_bookShape -templar_neckShape -templar_headShape -templar_feetShape -templar_handsShape"
154,"VinktarBosses","Art/Models/Items/Armours/AnimateArmour/SeraphBodyAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/SeraphBootsAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/SeraphHelmetAnimateArmour.sm & Art/Models/Items/Armours/AnimateArmour/SeraphGlovesAnimateArmour.sm -aprinShape -armsShape -bodyShape -feetShape -forearmsShape -hairShape -handsShape -headShape -lower_legsShape -neckShape -upper_legsShape"
155,"SkeletonLabyrinth","Art/Models/MONSTERS/skeleton/IzaroSkullArmour.sm"
156,"WolfKing","Art/Models/Items/Armours/BodyArmours/Microtransactions/Beast/BEastBodyStrDex.sm & Art/Models/Items/Armours/Boots/Microtransactions/Beast/BeastBootsStrDex.sm & Art/Models/Items/Armours/Gloves/Microtransactions/Beast/BeastGlovesStrDex.sm & Art/Models/Items/Armours/Helmets/Uniques/AlphasHowl/AlphasHowlStrDex.sm -swordman_armsShape -swordman_bodyShape -swordman_feetShape -swordman_forearmsShape -swordman_hairShape -swordman_handsShape -swordman_lower_legsShape -swordman_neckShape -swordman_upper_legsShape"
157,"WolfBandits","Art/Models/MONSTERS/Bandits/HelmetDex4Bandit.sm ! Art/Models/MONSTERS/Bandits/HelmetAlphasHowlBandit.sm ! Art/Models/MONSTERS/Bandits/HelmetWolfBandit.sm ! Art/Models/MONSTERS/Bandits/HelmetWolfAltBandit.sm"
