"rownum","BaseMetadata","i32_8","[rid]_12","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","bool_66","bool_67","bool_68","bool_69","i32_70","i32_74","i32_78","i32_82","rid_86","bool_102","bool_103","i32_104","Script","bool_116"
423,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeastEncounter/BeastEncounter",10,[148],100,450,2,10,750,1500,0,0,"","","","","","","","","","",6,0,10,0,"","","",1,"",""
424,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeastEncounter/BeastEncounter",20,[148],100,440,2,10,700,1400,0,0,"","","","","","","","","","",7,0,10,0,"","","",1,"",""
425,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeastEncounter/BeastEncounter",40,[148],100,430,2,10,650,1300,0,0,"","","","","","","","","","",8,0,10,0,"","","",1,"",""
426,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeastEncounter/BeastEncounter",84,[148],100,420,2,10,600,1200,0,0,"","","","","","","","","","",9,0,10,10,"","","",1,"",""
427,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeastEncounter/BeastEncounter",125,[148],100,410,2,10,550,1100,0,0,"","","","","","","","","","",10,0,10,10,"","","",1,"",""
428,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeastEncounter/BeastEncounter",177,[148],100,400,2,10,500,1000,0,0,"","","","","","","","","","",10,0,10,10,"","","",1,"",""
429,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/BeastEncounter/BeastEncounter",243,[148],100,400,2,10,500,1000,0,0,"","","","","","","","","","",10,0,10,10,"","","",1,"",""
430,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_1",1,[4435],100,4000,3,5,800,4000,0,0,"",1,"","","","",1,"","","",4,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
431,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_1",9,[4435],100,3500,3,5,700,3500,0,0,"",1,"","","","",1,"","","",6,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
432,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_1",29,[4435],100,3000,3,5,600,3000,0,0,"",1,"","","","",1,"","","",8,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
433,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_1",52,[4435],100,3000,3,5,600,3000,0,0,"",1,"","","","",1,"","","",8,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
434,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_1",92,[4435],100,3000,3,5,600,3000,0,0,"",1,"","","","",1,"","","",8,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
435,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_1",173,[4435],100,3000,3,5,600,3000,0,0,"",1,"","","","",1,"","","",8,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
436,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_1",239,[4435],100,3000,3,5,600,3000,0,0,"",1,"","","","",1,"","","",8,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
437,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_2",1,[4436],100,4500,3,5,2700,4500,0,0,"",1,"","","","","","","","",2,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
438,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_2",9,[4436],100,4000,3,5,2400,4000,0,0,"",1,"","","","","","","","",3,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
439,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_2",29,[4436],100,3500,3,5,2100,3500,0,0,"",1,"","","","","","","","",4,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
440,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_2",52,[4436],100,3500,3,5,2100,3500,0,0,"",1,"","","","","","","","",4,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
441,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_2",92,[4436],100,3500,3,5,2100,3500,0,0,"",1,"","","","","","","","",4,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
442,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_2",173,[4436],100,3500,3,5,2100,3500,0,0,"",1,"","","","","","","","",4,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
443,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier1_2",239,[4436],100,3500,3,5,2100,3500,0,0,"",1,"","","","","","","","",4,0,0,0,"","","",1,"triggerer.DoAction( Emerge );",""
444,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier2_1",1,[7258],3,4000,10,20,2000,4000,0,0,"",1,"","","","","","","","",1,0,0,0,1,"","",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( \""Metadata/Effects/Spells/frost_bomb/ice_discharge.ao\"" );",1
445,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/IceGolemEncounter/IceGolemEncounterTier3_1",1,[4437],1,6000,10,20,3000,6000,0,0,"",1,"","","",1,"","","","",0,0,0,0,2,"","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/frost_bomb/ice_discharge.ao\"", default, 0.5, 1.25 ); ForEachInRange( 20, { IfType( \""Metadata/Terrain/Doodads/Mtx/Crystals/white/IceCrystal\"", { Transition(); } ); } ); ForEachInRange( 20, { IfType( \""Metadata/Terrain/Leagues/Delve/Objects/DelveLightIceGolem_Encounter\"", { Transition(); } ); } );",1
446,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_1",1,[4461],100,500,5,15,3760,5520,0,0,1,1,"","","","","","","","",12,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
447,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_1",9,[4461],100,500,5,15,3400,4800,0,0,1,1,"","","","","","","","",16,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
448,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_1",29,[4461],100,500,5,15,3040,4080,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
449,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_1",52,[4461],100,500,5,15,2680,3360,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
450,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_1",92,[4461],100,500,5,15,2300,2700,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
451,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_1",173,[4461],100,500,5,15,2100,2200,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
452,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_1",239,[4461],100,500,5,15,2000,1800,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
453,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_2",1,[4462],100,500,5,10,4700,7300,0,0,1,1,"","","","","","","","",12,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
454,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_2",9,[4462],100,500,5,10,4200,6300,0,0,1,1,"","","","","","","","",16,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
455,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_2",29,[4462],100,500,5,10,3700,5500,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
456,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_2",52,[4462],100,500,5,10,3300,4800,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
457,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_2",92,[4462],100,500,5,10,3000,4200,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
458,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_2",173,[4462],100,500,5,10,2800,3700,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
459,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier1_2",239,[4462],100,500,5,10,2700,3300,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
460,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterTier2_1",1,[4463],1,0,0,0,0,0,0,0,"",1,"","","","","","","","",0,0,0,0,3,"","",1,"triggerer.DoAction( Emerge ); triggerer.SpawnObject( \""Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LavaGolemEncounter/LavaGolemEncounterLava\"" );",""
461,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_1",1,[7279],100,1000,5,15,2760,5520,0,0,1,1,"","","","","","","","",12,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",1
462,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_1",9,[7279],100,1000,5,15,2400,4800,0,0,1,1,"","","","","","","","",16,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",1
463,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_1",29,[7279],100,1000,5,15,2040,4080,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",1
464,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_1",52,[7279],100,1000,5,15,1680,3360,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",1
465,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_1",92,[7279],100,1000,5,15,1300,2700,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",1
466,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_1",173,[7279],100,1000,5,15,1100,2200,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",1
467,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_1",239,[7279],100,1000,5,15,1000,1800,0,0,1,1,"","","","","","","","",20,0,0,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",1
468,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_2",1,[7280],100,1000,5,10,3700,7300,0,0,1,1,"","","","","","","","",12,0,10,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
469,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_2",9,[7280],100,1000,5,10,3200,6300,0,0,1,1,"","","","","","","","",16,0,15,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
470,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_2",29,[7280],100,1000,5,10,2700,5500,0,0,1,1,"","","","","","","","",20,0,25,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
471,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_2",52,[7280],100,1000,5,10,2300,4800,0,0,1,1,"","","","","","","","",20,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
472,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_2",92,[7280],100,1000,5,10,2000,4200,0,0,1,1,"","","","","","","","",20,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
473,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_2",173,[7280],100,1000,5,10,1800,3700,0,0,1,1,"","","","","","","","",20,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
474,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_2",239,[7280],100,1000,5,10,1700,3300,0,0,1,1,"","","","","","","","",20,0,30,0,"","","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
475,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/LightningGolemEncounter/LightningGolemEncounterTier1_3",1,[7281],1,1000,0,0,500,1500,0,0,"",1,"","","","","","","","",0,0,0,0,2,"","",1,"triggerer.DoAction( Emerge ); PlayEffect( \""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/lightning/moltenimpact_small.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );",""
476,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_1",1,"[7185,7169,7183,7167,7187,7171,7189,7173]",10,1000,0,5,1380,2760,0,0,"",1,"","","","","","","","",5,10,10,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
477,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_1",9,"[7185,7169,7183,7167,7187,7171,7189,7173]",10,1000,0,5,1200,2400,0,0,"",1,"","","","","","","","",5,10,15,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
478,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_1",29,"[7185,7169,7183,7167,7187,7171,7189,7173]",10,1000,0,5,1020,2040,0,0,"",1,"","","","","","","","",5,10,20,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
479,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_1",52,"[7185,7169,7183,7167,7187,7171,7189,7173]",10,1000,0,5,840,1680,0,0,"",1,"","","","","","","","",5,10,20,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
480,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_1",92,"[7185,7169,7183,7167,7187,7171,7189,7173]",10,1000,0,5,650,1350,0,0,"",1,"","","","","","","","",5,10,20,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
481,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_1",173,"[7185,7169,7183,7167,7187,7171,7189,7173]",10,1000,0,5,550,1100,0,0,"",1,"","","","","","","","",5,10,20,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
482,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_1",239,"[7185,7169,7183,7167,7187,7171,7189,7173]",10,1000,0,5,500,900,0,0,"",1,"","","","","","","","",5,10,20,0,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
483,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_2",1,"[7181,7177,7179,7175]",6,1000,0,5,1380,2760,0,0,"",1,"","","","","","","","",3,10,10,5,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
484,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_2",9,"[7181,7177,7179,7175]",6,1000,0,5,1200,2400,0,0,"",1,"","","","","","","","",3,10,15,6,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
485,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_2",29,"[7181,7177,7179,7175]",6,1000,0,5,1020,2040,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
486,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_2",52,"[7181,7177,7179,7175]",6,1000,0,5,840,1680,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
487,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_2",92,"[7181,7177,7179,7175]",6,1000,0,5,650,1350,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
488,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_2",173,"[7181,7177,7179,7175]",6,1000,0,5,550,1100,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
489,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_2",239,"[7181,7177,7179,7175]",6,1000,0,5,500,900,0,0,"",1,"","","","","","","","",3,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
490,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_3",1,"[7176,7182,7180,7178]",3,1000,0,5,1850,3650,0,0,"",1,"","","","","","","","",2,10,10,5,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
491,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_3",9,"[7176,7182,7180,7178]",3,1000,0,5,1600,3150,0,0,"",1,"","","","","","","","",2,10,15,6,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
492,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_3",29,"[7176,7182,7180,7178]",3,1000,0,5,1350,2750,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
493,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_3",52,"[7176,7182,7180,7178]",3,1000,0,5,1150,2400,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
494,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_3",92,"[7176,7182,7180,7178]",3,1000,0,5,1000,2100,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
495,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/CityChamberEncounter/VaalCity_Spawner1_3",173,"[7176,7182,7180,7178]",3,1000,0,5,900,1850,0,0,"",1,"","","","","","","","",2,10,20,7,"","","",1,"triggerer.PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/golem_spawn/golemcallnorings.ao\"" );",""
